utterance_id	asr_transcript
whiteside09a-BNT09-cactus	P AA P AH T
whiteside09a-BNT10-hammock	HH EY Z UW
whiteside09a-BNT11-stethoscope	D AA K  T ER
whiteside09a-BNT12-unicorn	CH AA N IH N
whiteside09a-BNT13-tripod	ER DH IH
whiteside09a-BNT14-sphinx	S AA L AH P
whiteside09a-BNT15-palette	P EY N  T IH NG
whiteside09a-VNT01-cut	K AH DX IH NG
whiteside09a-VNT02-bark	
whiteside09a-VNT03-put	T
whiteside09a-VNT04-send	M EY L IH NG
whiteside09a-VNT05-drive	D  R AY V IH NG
whiteside09a-VNT06-wash	OW K
whiteside09a-VNT07-read	R IH D N IH NG
whiteside09a-VNT08-laugh	L  AE F IH NG
whiteside09a-VNT09-watch	W AA CH IH NG
whiteside09a-VNT10-give	HH AH  G IH V IH N
whiteside09a-VNT11-swim	S  W IH M IH NG
whiteside09a-VNT12-stir	CH D AH K CH IH NG
whiteside09a-VNT13-pinch	P IH NG K IH NG
whiteside09a-VNT14-crawl	K AA K
whiteside09a-VNT15-deliver	T
whiteside09a-VNT16-pour	P AO R IH N IH NG
whiteside09a-VNT17-howl	HH AW L IH NG
whiteside09a-VNT18-throw	
whiteside09a-VNT19-bite	B AY T IH NG
whiteside09a-VNT20-shove	S OW V IH NG
whiteside09a-VNT21-tickle	OW OW P
whiteside09a-VNT22-shave	W AH ER  B  R IH
whiteside12a-BNT01-house	K  R AO L
whiteside12a-BNT02-comb	W ER
whiteside12a-BNT03-toothbrush	R AH D
whiteside12a-BNT05-bench	B EH D
whiteside12a-BNT10-hammock	L EH M AH N  Y EH S
whiteside12a-BNT12-unicorn	HH OW S
whiteside12a-BNT15-palette	P OW M
whiteside12a-VNT01-cut	AH HH AW HH AW
whiteside12a-VNT02-bark	
whiteside12a-VNT03-put	
whiteside12a-VNT04-send	T T  T
whiteside12a-VNT05-drive	B IH N AH K AA R
whiteside12a-VNT06-wash	T
whiteside12a-VNT07-read	T
whiteside12a-VNT08-laugh	L  AE F IH NG
whiteside12a-VNT09-watch	AH M AA AH P AA
whiteside12a-VNT10-give	K
whiteside12a-VNT11-swim	S  W IH M IH NG
whiteside12a-VNT12-stir	T
whiteside12a-VNT13-pinch	
whiteside12a-VNT14-crawl	AH
whiteside12a-VNT15-deliver	
whiteside12a-VNT16-pour	T
whiteside12a-VNT17-howl	AW
whiteside12a-VNT18-throw	T T
whiteside12a-VNT19-bite	F EY S  F EY S
whiteside12a-VNT20-shove	
whiteside12a-VNT21-tickle	P IH K AH L  T IH K AH L L
whiteside14a-BNT01-house	HH AW S
whiteside14a-BNT02-comb	K OW M
whiteside14a-BNT03-toothbrush	T UW TH B  R AH SH
whiteside14a-BNT04-octopus	AA K  T AH P UH S
whiteside14a-BNT05-bench	B EH N CH
whiteside14a-BNT06-volcano	AY K AH N OW NG
whiteside14a-BNT07-canoe	K AH N UW
whiteside14a-BNT08-beaver	OW AO R AA T
whiteside14a-BNT09-cactus	HH AW K AH L
whiteside14a-BNT10-hammock	HH  AE M AH K
whiteside14a-BNT12-unicorn	Y UW N IH K AO R  N
whiteside14a-BNT14-sphinx	B AH N  K
whiteside14a-BNT15-palette	P EY N  T
whiteside14a-VNT01-cut	OW AA  T AH K AA  S
whiteside14a-VNT02-bark	Y AH K AA R  N
whiteside14a-VNT03-put	
whiteside14a-VNT04-send	AA T  S  L AH HH AW
whiteside14a-VNT05-drive	K  R AH
whiteside14a-VNT06-wash	W AA SH IH NG
whiteside14a-VNT07-read	HH M T
whiteside14a-VNT08-laugh	L  AE F IH NG
whiteside14a-VNT09-watch	HH AW
whiteside14a-VNT10-give	
whiteside14a-VNT11-swim	K  R  AE T
whiteside14a-VNT12-stir	
whiteside14a-VNT15-deliver	
whiteside14a-VNT16-pour	T AA  T K  T IH K AH L
whiteside14a-VNT17-howl	K  AE K AH P AO R
whiteside14a-VNT18-throw	
whiteside14a-VNT19-bite	
whiteside14a-VNT20-shove	K  AH T
whiteside14a-VNT21-tickle	L  AE F IH NG
whiteside14a-VNT22-shave	SH EY V IH NG
whiteside15a-BNT01-house	HH AW S
whiteside15a-BNT02-comb	K OW M
whiteside15a-BNT03-toothbrush	T AH P AA S
whiteside15a-BNT04-octopus	AA K  T AH P UH S
whiteside15a-BNT05-bench	CH EY R
whiteside15a-BNT06-volcano	R AA P  L AO
whiteside15a-BNT07-canoe	G AH N UW
whiteside15a-BNT08-beaver	B IY V ER
whiteside15a-BNT09-cactus	K  AE K  T AH S
whiteside15a-BNT11-stethoscope	AA AH P AA
whiteside15a-BNT12-unicorn	L UW  N AH K AO R  N
whiteside15a-BNT14-sphinx	B IH NG K
whiteside15a-BNT15-palette	P  AE L AH T
whiteside15a-VNT01-cut	
whiteside15a-VNT02-bark	
whiteside15a-VNT03-put	CH
whiteside15a-VNT04-send	
whiteside15a-VNT05-drive	
whiteside15a-VNT06-wash	P AA R D IH NG
whiteside15a-VNT07-read	S IH NG IH NG
whiteside15a-VNT08-laugh	L  AE F IH NG
whiteside15a-VNT09-watch	
whiteside15a-VNT10-give	T T
whiteside15a-VNT12-stir	T
whiteside15a-VNT13-pinch	P IH N CH IH NG
whiteside15a-VNT14-crawl	T
whiteside15a-VNT15-deliver	
whiteside15a-VNT16-pour	HH AW L AH HH AO R  N
whiteside15a-VNT17-howl	HH AW L IH NG
whiteside15a-VNT18-throw	TH R OW IH NG
whiteside15a-VNT19-bite	AW L IH N
whiteside15a-VNT20-shove	P IH S AH N
whiteside15a-VNT21-tickle	HH AH  T AW L IH NG
whiteside15a-VNT22-shave	S EY L IH NG
williamson03a-BNT01-house	OW K EY DH  AE T  S AH HH OW M
williamson03a-BNT02-comb	K OW M
williamson03a-BNT03-toothbrush	T EH TH TH B  R AH SH
williamson03a-BNT04-octopus	S  K  W IH D
williamson03a-BNT05-bench	B UW M
williamson03a-BNT06-volcano	F EH L OW
williamson03a-BNT07-canoe	K AH N UW
williamson03a-BNT08-beaver	B IY K ER
williamson03a-BNT09-cactus	K  AE K  AH S
williamson03a-BNT10-hammock	HH OW B ER
williamson03a-BNT11-stethoscope	S  T EH F AH K
williamson03a-BNT12-unicorn	Y UW N IH K AO R  N N
williamson03a-BNT14-sphinx	S  W IH NG K
williamson03a-BNT15-palette	P EY N  T  S
williamson03a-VNT02-bark	
williamson03a-VNT03-put	
williamson03a-VNT04-send	
williamson03a-VNT05-drive	HH IY Z AH K AA R
williamson03a-VNT06-wash	
williamson03a-VNT07-read	
williamson03a-VNT09-watch	L  AE F
williamson03a-VNT10-give	T
williamson03a-VNT11-swim	K
williamson03a-VNT12-stir	B AA R  K  B AA
williamson03a-VNT13-pinch	HH AH S  F AA
williamson03a-VNT14-crawl	
williamson03a-VNT15-deliver	K
williamson03a-VNT16-pour	W AY R AY D IH NG D IH
williamson03a-VNT17-howl	
williamson03a-VNT18-throw	HH IY Z AH TH R OW
williamson03a-VNT19-bite	D AH Z AH N  T  L AY K
williamson03a-VNT20-shove	AH DH R  P UH SH IH NG
williamson03a-VNT21-tickle	
williamson03a-VNT22-shave	AW
williamson04a-BNT01-house	R IH D IH NG
williamson04a-BNT02-comb	K OW M
williamson04a-BNT03-toothbrush	R AY V
williamson04a-BNT04-octopus	S  K IH T
williamson04a-BNT05-bench	W M
williamson04a-BNT06-volcano	P AA R  DX IH NG
williamson04a-BNT08-beaver	V  AE Z AH Z  N OW P
williamson04a-BNT10-hammock	M  AE K  B EH N CH
williamson04a-BNT12-unicorn	M EY P ER P IH NG
williamson04a-VNT02-bark	T
williamson04a-VNT03-put	B  AE K
williamson04a-VNT04-send	
williamson04a-VNT05-drive	D  R AY V IH NG
williamson04a-VNT06-wash	W AO R SH IH N
williamson04a-VNT07-read	R AY DX IH NG
williamson04a-VNT08-laugh	T EY B UH K
williamson04a-VNT09-watch	AH W  W AA CH IH NG
williamson04a-VNT10-give	B AH L
williamson04a-VNT11-swim	S  W IH M IH NG
williamson04a-VNT12-stir	AH
williamson04a-VNT13-pinch	P EY N  T IH
williamson04a-VNT14-crawl	K  K  AA K AH L IH NG
williamson04a-VNT15-deliver	OW M HH AW
williamson04a-VNT16-pour	S  P AA IH NG
williamson04a-VNT17-howl	AW
williamson04a-VNT18-throw	
williamson04a-VNT19-bite	AY T  AO
williamson04a-VNT20-shove	B EH M
williamson04a-VNT21-tickle	T  AY AH
williamson04a-VNT22-shave	T  IH T  S AH HH AW
williamson12a-BNT01-house	HH AW S
williamson12a-BNT02-comb	K OW M
williamson12a-BNT03-toothbrush	S AH M  Z HH AA S
williamson12a-BNT04-octopus	HH  AE AA  R AH
williamson12a-BNT05-bench	B EH N CH
williamson12a-BNT06-volcano	B AY
williamson12a-BNT07-canoe	Y UW N
williamson12a-BNT08-beaver	B IY V ER
williamson12a-BNT09-cactus	K AA K  T AH S
williamson12a-BNT14-sphinx	M IY N IH K  S
williamson12a-VNT01-cut	N UW N
williamson12a-VNT02-bark	B EY R
williamson12a-VNT03-put	AH AA AY N OW N OW
williamson12a-VNT04-send	
williamson12a-VNT05-drive	T AA K  T T AH
williamson12a-VNT06-wash	W AA SH
williamson12a-VNT07-read	K K T AH
williamson12a-VNT08-laugh	L  AE P IH NG
williamson12a-VNT09-watch	AW
williamson12a-VNT10-give	HH AW
williamson12a-VNT11-swim	K OW P
williamson12a-VNT12-stir	D  AE S
williamson12a-VNT13-pinch	B EH IH N CH
williamson12a-VNT14-crawl	
williamson12a-VNT15-deliver	W AH T DH AH
williamson12a-VNT16-pour	D  R IH NG K IH NG
williamson12a-VNT18-throw	DH IY
williamson12a-VNT19-bite	G  R  AE B IH NG
williamson12a-VNT20-shove	B UH SH
williamson12a-VNT21-tickle	R AH M
williamson14a-BNT01-house	HH AW S
williamson14a-BNT02-comb	K OW M
williamson14a-BNT03-toothbrush	T UW TH B  R AH SH
williamson14a-BNT04-octopus	AH N AA K AH P UH S
williamson14a-BNT05-bench	B EH N CH
williamson14a-BNT06-volcano	V AA L  K  AE N OW
williamson14a-BNT07-canoe	K AH N UW
williamson14a-BNT08-beaver	G  R N NG IH HH OW
williamson14a-BNT09-cactus	K  AE K  T AH S
williamson14a-BNT10-hammock	HH  AE M UH S
williamson14a-BNT11-stethoscope	TH EH TH AH S  K OW P
williamson14a-BNT12-unicorn	Y UW N IH K AO R  N
williamson14a-BNT14-sphinx	P IH R AH M IH D
williamson14a-BNT15-palette	IY Z AH L
williamson14a-VNT01-cut	K  R AH DX IH NG
williamson14a-VNT02-bark	B AA R  K IH NG
williamson14a-VNT03-put	HH OW L  D IH NG HH AW L  D IH NG
williamson14a-VNT04-send	SH AH T IH NG
williamson14a-VNT05-drive	D  R AY V IH NG
williamson14a-VNT06-wash	R AA SH AH B AA SH AH  L UH <UNK>
williamson14a-VNT07-read	SH IH NG IH NG
williamson14a-VNT08-laugh	L  AE F IH NG
williamson14a-VNT10-give	CH
williamson14a-VNT11-swim	S  W IH M IH NG
williamson14a-VNT13-pinch	P IH N CH IH NG
williamson14a-VNT14-crawl	P AO R N IH NG
williamson14a-VNT15-deliver	P AA  T AH N EY N
williamson14a-VNT16-pour	D  R IH NG K IH NG
williamson14a-VNT18-throw	B IY V ER
williamson14a-VNT19-bite	B OW N T
williamson14a-VNT21-tickle	L  AE F IH N
williamson14a-VNT22-shave	AH M  P IH NG
wright202a-BNT01-house	AA T  S AH HH AW S
wright202a-BNT02-comb	K OW M
wright202a-BNT03-toothbrush	T UW TH B  R AH SH
wright202a-BNT05-bench	G  R OW
wright202a-BNT06-volcano	T  L AA R T AO
wright202a-BNT07-canoe	K AH N UW
wright202a-BNT08-beaver	AH M HH OW
wright202a-BNT09-cactus	K  AE K  T AH S
wright202a-BNT10-hammock	AO R IY S AH S AH N AH N
wright202a-BNT11-stethoscope	AH S  T EH TH TH AH S  K OW P
wright202a-BNT12-unicorn	AE K AA S  W IH M K IH NG
wright202a-BNT14-sphinx	AH  D AA K S  T AH S
wright202a-VNT01-cut	OW AY TH IH N  Z
wright202a-VNT02-bark	AO AY AY AH AY K IH N
wright202a-VNT03-put	T AW
wright202a-VNT04-send	N AW AH L  AE
wright202a-VNT05-drive	
wright202a-VNT06-wash	K AH
wright202a-VNT07-read	T EH S  T  AE P
wright202a-VNT08-laugh	R AY D OW N
wright202a-VNT09-watch	T T
wright202a-VNT10-give	
wright202a-VNT11-swim	
wright202a-VNT12-stir	T
wright202a-VNT13-pinch	
wright202a-VNT14-crawl	
wright202a-VNT15-deliver	AA K  T
wright202a-VNT16-pour	K T IH
wright202a-VNT17-howl	
wright202a-VNT18-throw	T
wright202a-VNT19-bite	K T
wright202a-VNT20-shove	AY N AA  OW
wright202a-VNT21-tickle	AH OW P AA K AH
wright202a-VNT22-shave	OW N
wright203a-BNT01-house	HH AW L
wright203a-BNT02-comb	K AO R
wright203a-BNT03-toothbrush	T UW TH B  R AH SH
wright203a-BNT04-octopus	AA K  T AH P UH S
wright203a-BNT05-bench	B EH N CH
wright203a-BNT06-volcano	V AA L  K EY N OW
wright203a-BNT07-canoe	K AH K AH M UW
wright203a-BNT08-beaver	R AW N HH AW S
wright203a-BNT09-cactus	K  AE K  T AH S
wright203a-BNT12-unicorn	HH AO R  S
wright203a-BNT13-tripod	T  R AH L IH P AA D
wright203a-BNT14-sphinx	F IH N IH K  S
wright203a-BNT15-palette	M AH CH
wright203a-VNT01-cut	AO AA UW
wright203a-VNT02-bark	B AA R  K IH NG
wright203a-VNT03-put	AH AA R K AA Z
wright203a-VNT04-send	
wright203a-VNT05-drive	G R  AE P IH N AA
wright203a-VNT06-wash	AA AY S AH N  K AA S AH K AH S  T
wright203a-VNT07-read	R IY D IH NG DH AH B  AE N  D
wright203a-VNT08-laugh	AA  T AH
wright203a-VNT09-watch	AY  AA AA N OW
wright203a-VNT10-give	AH AY F EH Z N  T
wright203a-VNT12-stir	OW K  R AO L
wright203a-VNT13-pinch	AA HH  AE L AH N T
wright203a-VNT14-crawl	HH IY Z  K R AO L IH NG
wright203a-VNT15-deliver	M EY L M  AE T  M IY N HH AH M
wright203a-VNT16-pour	M UW N AH P  R L IY N AH T
wright203a-VNT17-howl	DH  AE T  D AA G  Z  B AA R  K IH NG
wright203a-VNT18-throw	DH AH D AA D AH Z  M AY K IH N
wright203a-VNT19-bite	K S AA OW  R OW L IH N DH AH B AA R  K
wright203a-VNT20-shove	CH EH R  P AH L AA D
wright203a-VNT21-tickle	T
wright203a-VNT22-shave	K AH T
wright204a-BNT01-house	OW K EY DH  AE T  S AH HH AW S
wright204a-BNT02-comb	K AH N UW
wright204a-BNT05-bench	B UH SH
wright204a-BNT06-volcano	DH  AE T IH Z AH V AA L  K EY N OW
wright204a-BNT07-canoe	DH IH T  S AH K AH N UW
wright204a-BNT08-beaver	P AO R  K AH F AY D
wright204a-BNT10-hammock	HH  AE M AH K
wright204a-BNT11-stethoscope	TH EH S AH S  K OW P
wright204a-BNT13-tripod	T  R  AE N  D  Z IH
wright204a-BNT15-palette	HH OW M
wright204a-VNT01-cut	F AA
wright204a-VNT02-bark	DH EY R HH IY Z  B AA R  K IH NG
wright204a-VNT03-put	
wright204a-VNT04-send	OW DH T  M AH N AH
wright204a-VNT05-drive	HH IY Z  D  R AY V IH NG AH K AA R
wright204a-VNT06-wash	L  AE F IH N  D OW <UNK>
wright204a-VNT07-read	IH  L AY K HH AA R K
wright204a-VNT08-laugh	HH IY Z  R AA F IH N HH AA
wright204a-VNT09-watch	HH IY Z  W AA CH IH NG T AH DX IH NG
wright204a-VNT10-give	DH  AE T S  AA AA L
wright204a-VNT11-swim	JH EY HH Z  S  W IH M IH NG
wright204a-VNT12-stir	AW S
wright204a-VNT13-pinch	T
wright204a-VNT14-crawl	OW AH T
wright204a-VNT15-deliver	
wright204a-VNT16-pour	
wright204a-VNT17-howl	OW P AA N R AH M
wright204a-VNT18-throw	K AH T AH
wright204a-VNT19-bite	
wright204a-VNT20-shove	
wright204a-VNT21-tickle	
wright204a-VNT22-shave	HH IY R HH IY Z SH EY V IH NG
